,author,tags,perseus,wikipedia,trimegistos,trismegistos_id,wikidata_id,aliases
131,Macrobius,"(Latin, history, grammar, AD 385 - 450 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.872,https://en.wikipedia.org/wiki/Macrobius,https://www.trismegistos.org/author/540,540,Q313934,"['macrob.', 'flavio macrobio ambrogio teodosio', 'macrobius grammaticus', 'ambrosius theodosius macrobius', 'macrobio teodosio', 'macrobius ambrosius theodosius', 'macrobio', 'macrobe', 'macrobius', 'ambrogio teodosio macrobio', 'ambrosius macrobius theodosius', 'ambrogio macrobio teodosio', 'macrobius theodosius']"
132,Simonides of Keos,"(Greek, poetry lyric, history, BC 556 - 468 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1292,https://en.wikipedia.org/wiki/Simonides_of_Ceos,https://www.trismegistos.org/author/857,857,Q273003,"['simonides', 'simónides de ceos', 'simonides of ceos', 'simonides ceus', 'simonides de ceos', 'simonides lyricus', 'simonides of keos', 'simonide di ceo', 'simonide de ceos', 'simonides von keos', 'simonide', 'simonide de céos']"
133,Alkaios,"(Greek, poetry lyric, epigram, BC 620 - 550 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.51,https://en.wikipedia.org/wiki/Alcaeus_of_Mytilene,https://www.trismegistos.org/author/40,40,Q212872,"['alcaeus mytilenaeus', 'alcée de lesbos', 'alkaios', 'alkaios von lesbos', 'alcaeus', 'alkäus', 'alcaeus lesbius', 'alcæus of mitylene', 'alcaeus lyricus', 'alceo', 'alcée de mytilène', 'alcæus', 'alkäos', 'alceo di mitilene', 'alceo de lesbos', 'alcaeus of mytilene', 'alceo de mitilene', 'alcæus mitylenæus']"
134,Alexandros of Aphrodisias,"(Greek, philosophy Peripatetic, AD 200 - 299)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.63,https://en.wikipedia.org/wiki/Alexander_of_Aphrodisias,https://www.trismegistos.org/author/1461,1461,Q317146,"['alexander von aphrodisias', 'alejandro de afrodisias', ""alexandre d'aphrodisias"", ""alessandro d'afrodisia"", ""alexandre d'aphrodisie"", 'alexander aphrodisiensis', 'alexandre d’aphrodise', 'alessandro di afrodisia', 'alexandros of aphrodisias', 'alexander of aphrodisias']"
135,Heliodoros of Emesa,"(Greek, novel, AD 200 - 299)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.698,https://en.wikipedia.org/wiki/Heliodorus_of_Emesa,https://www.trismegistos.org/author/1274,1274,Q313011,"['heliodorus scriptor eroticus', 'heliodorus of emesa', 'héliodore', 'eliodoro di emesa', 'héliodore d’émèse', ""heliodore d'emese"", 'heliodoro de émesa', 'eliodoro', 'heliodoro', 'heliodorus emesenus', 'heliodorus', 'heliodoro de emesa', 'heliodoros von emesa', 'heliodoros']"
136,Appendix Vergiliana,"(Latin, poetry, AD 1 - 99)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1735,https://en.wikipedia.org/wiki/Appendix_Vergiliana,https://www.trismegistos.org/author/5098,5098,Q102338318,"['authors of the appendix vergiliana', ""auteurs de l'appendix vergiliana"", 'authors of appendix vergiliana', 'auctores appendicis vergilianae', ""autori dell'appendix vergiliana""]"
137,Marcus Aurelius,"(Greek / Latin, philosophy Stoa, epistolography, poetry, AD 121 - 180)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.892,https://en.wikipedia.org/wiki/Marcus_Aurelius,https://www.trismegistos.org/author/2952,2952,Q1430,"['antoninus', 'cesare marco aurelio antonino augusto', 'caesar marcus aurelius antoninus augustus', 'marc aurel', 'marcus aurelius antoninus imperator', 'marcus annius verus', 'mark aurel', 'marco aurelio antonino augusto', 'marcus aurelius antoninus augustus', 'marcus aurelius antoninus', 'marcus catilius severus annius verus', 'marcus aurelius', 'marcus aurelius antoninus philosophus', 'marc aurèle', 'marco aurelio', 'verissimus', 'marcus aurelius verus', 'emperor of rome marcus aurelius antoninus', 'emperor of rome marcus aurelius']"
138,Solon,"(Greek, poetry elegy, law, BC 638 - 558)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1303,https://en.wikipedia.org/wiki/Solon,https://www.trismegistos.org/author/864,864,Q133337,"['solón de atenas', 'solon poeta', ""solon d'athènes"", 'solone di atene', 'solone', 'solón', 'solon de atenas', 'solon nomographus', 'solon von athen', 'solon of athens', 'solon philosophus', 'solon', 'solon atheniensis']"
139,Iamblichos of Chalkis,"(Greek, philosophy Neoplatonic, history, biography, AD 240 - 325 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.758,https://en.wikipedia.org/wiki/Iamblichus,https://www.trismegistos.org/author/2596,2596,Q310916,"['jamblique de chalcis', 'iamblichus philosophus', 'jamblique', 'yamblico', 'yámblico', 'jamblico de calcis', 'abammon syrus', 'giamblico', 'jamblichos von chalkis', 'iamblichos von chalkis', 'jamblico', 'jámblico', 'jamblique de tyr', 'iamblichus of chalcis', 'iamblichus', 'jámblico de calcis', 'giamblico di calcide', 'iamblichus chalcidensis']"
140,Theodoretos,"(Greek, theology, history, AD 393 - 466 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1963,https://en.wikipedia.org/wiki/Theodoretus,https://www.trismegistos.org/author/912,912,Q317029,"['theodoret von kyrrhos', 'theodoretus', 'teodoreto di cirro', 'theodoretos', 'theodoret de cyr', 'theodoretus scriptor ecclesiasticus', 'theodoretus theologus', 'théodoret', 'theodoretus cyrrhensis', 'theodoret of cyrrhus', 'theodoret', 'teodoreto de ciro', 'teodoro di ciro', 'théodoret de cyr', 'teodoreto']"
141,Hilarius of Poitiers,"(Latin, theology, history, AD 310 - 367 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1653,https://en.wikipedia.org/wiki/Hilary_of_Poitiers,https://www.trismegistos.org/author/387,387,Q44344,"['hilaire de poitiers', 'ilario di poitiers', 'st. hilary', 'hilary of poitiers', 'san hilario de poitiers', 'sanctus hilarius', 'hilario de poitiers', 'hammer of the arians', 'saint hilaire de poitiers', 'hilarius pictaviensis', 'saint-hilaire de poitiers', 'hilarius von poitiers', ""sant'ilario di poitiers"", 'athanasius of the west', 'saint hilary of poitiers', 'saint hilary, bishop of poitiers']"
142,Photios,"(Greek, philology, AD 820 - 897)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1120,https://en.wikipedia.org/wiki/Photios_I_of_Constantinople,https://www.trismegistos.org/author/687,687,Q243187,"['focio i', 'fozio i di costantinopoli', 'photius i', 'photius scriptor ecclesiasticus', 'photius i of constantinople', 'patriarch photios i of constantinople', 'san focio', 'photius constantinopolitanus', 'photios i of constantinople', 'focio i de constantinopla', 'fozio di costantinopoli', 'photius lexicographus', 'patriarch photius i of constantinople', 'photius i.', 'photios de constantinople', 'photios der große', 'photios the great', 'photius', 'photios i.', 'photios ier de constantinople', 'photius de constantinople', 'fozio', 'photius philologus', 'photius patriarcha constantinopolitanus', 'photius patriarcha', 'photios der grosse', 'patriarch photios', 'photios', 'focio el grande', 'photius theologus', 'patriarca fozio i di costantinopoli']"
143,Kyrillos of Alexandria,"(Greek, theology, AD 376 - 444)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1943,https://en.wikipedia.org/wiki/Cyril_of_Alexandria,https://www.trismegistos.org/author/505,505,Q44079,"[""cyrille d'alexandrie"", 'cirilo i de alejandria', 'cyrillus alexandrinus', 'cyrille', 'san cirillo di alessandria', 'san cirilo de alejandria', 'cyril of alexandria', 'san cirilo de alejandría', ""cirillo d'alessandria"", 'cirilo de alejandría', 'cyril von alexandria', 'cirillo di alessandria', ""san cirillo d'alessandria"", 'kyrill von alexandria', 'cirilo i de alejandría', 'kyrill von alexandrien', 'cirilo de alejandria', 'cyrill von alexandrien', 'doctor of the incarnation']"
144,Poseidippos of Pella,"(Greek, poetry epigram, BC 310 - 240 about)",nan,https://en.wikipedia.org/wiki/Posidippus,https://www.trismegistos.org/author/709,709,Q1392801,"['posidippe', 'posidipo', 'poseidippos', 'posidippo', 'posidippus of pella', 'posidippos', 'posidippus pellensis', 'posidippo di pella', 'poseidippos von pella', 'posidippus']"
145,Hesychios of Alexandria,"(Greek, lexicography, epistolography, AD 400 - 499)",nan,https://en.wikipedia.org/wiki/Hesychius_of_Alexandria,https://www.trismegistos.org/author/2531,2531,Q443510,"['hesychius', ""hesychios d'alexandrie"", 'hesiquio de alejandria', 'hēsychios', 'hesiquio de alejandría', 'hesychios von alexandria', 'hesychius de alejandria', 'hesychius lexicographus', ""hésychios d'alexandrie"", 'hesychius alexandrinus', 'esichio di alessandria', 'hesychius grammaticus', 'hesychios', 'hesych', 'hesychius de alejandría', 'hesychius of alexandria']"
146,Aisopos,"(Greek, fable, BC 599 - 500)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.35,https://en.wikipedia.org/wiki/Aesopus,https://www.trismegistos.org/author/26,26,Q43423,"['äsopos', 'aesopus', 'äsop', 'æſop', 'esope', 'esop', 'eſope', 'æsop', 'aisop', 'aesopus scriptor fabularum', 'esopo', 'ésope', 'aesop']"
147,Maximos confessor,"(Greek, theology, AD 580 - 662)",nan,https://en.wikipedia.org/wiki/Maximus_the_Confessor,https://www.trismegistos.org/author/2999,2999,Q206842,"['maximo el teologo', 'máximo de constantinopla', 'maximus constantinopolitanus', 'maxime le confesseur', 'maximo confesor', 'maximus confessor theologus', 'máximo el confesor', 'maximus der bekenner', 'maximus the confessor', 'maximus the theologian', 'saint maxime le confesseur', 'san máximo el confesor', 'maximo el confesor', 'maxime de chrysopolis', 'maximo de constantinopla', 'maximus homologetes', 'maximus of constantinople', 'confessor', 'saint maximus', 'máximo el teologo', 'maximus confessor', 'máximo el teólogo', 'san massimo il confessore', 'massimo il confessore', 'massimo confessore', 'maximo el teólogo', 'san maximo el confesor']"
148,Gregorius of Tours,"(Latin, history, AD 538 - 594)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.681,https://en.wikipedia.org/wiki/Gregory_of_Tours,https://www.trismegistos.org/author/1278,1278,Q67841,"['san gregorio di tours', 'saint grégoire de tours', 'gregory of tours', 'gregorius turonensis', 'gregorio de tours', 'gregoire de tours', 'gregorio di tours', 'st. gregory of tours', 'san gregorio de tours', 'grégoire de tour', 'gregorio turonense', 'gregorio, obispo de tours', 'grégoire de tours', 'gregor von tours', 'sanctus gregorius turonensis']"
149,Poseidonios of Apameia,"(Greek, philosophy Stoa, science, history, BC 135 - 51)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1689,https://en.wikipedia.org/wiki/Posidonius,https://www.trismegistos.org/author/710,710,Q185770,"['poseidonius', 'poseidônios', 'posidonio di apamea', ""poseidonios d'apamée"", 'posidonios de rhodes', 'posidonio de apamea', 'posidonius', 'posidonios', 'posidonio', 'posidonius philosophus', ""posidonius d'apamée"", 'posidonius apameus', 'posidonius of apamea', 'poseidonios', 'posidonius de rhodes', ""posidonios d'apamée"", 'posidonius rhodius']"
150,Longos,"(Greek, novel, poetry erotic, AD 100 - 199?)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.846,https://en.wikipedia.org/wiki/Longus,https://www.trismegistos.org/author/2857,2857,Q314949,"['longo sofista', 'longus', 'longo de lesbos', 'longos', 'longo', 'longus scriptor eroticus', 'longus sophista']"
151,Pseudo-Dionysios Areopagites,"(Greek, epistolography, theology, AD 450 - 550)",nan,https://en.wikipedia.org/wiki/Pseudo-Dionysius_the_Areopagite,https://www.trismegistos.org/author/744,744,Q312816,"['pseudo-dionysios', ""pseudo-denys l'areopagite"", 'pseudo-dionysius areopagita', 'pseudo-dionysius the areopagite', 'dionigi pseudo-aeropagita', 'dionysius pseudo-areopagita', 'pseudo-dionigi', 'seudo-dionisio', 'seudo dionisio areopagita', 'pseudo-dionysios areopagita', ""pseudo-denys l'aréopagite"", ""pseudo-dionigi l'areopagita"", 'pseudo-dionysius', 'dionigi pseudo-areopagita', 'pseudo-denys', 'pseudo-dionigi areopagita', 'corpus areopagiticum', 'dionysius the pseudo-areopagite']"
152,Stesichoros,"(Greek, poetry lyric, BC 630 - 555)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1328,https://en.wikipedia.org/wiki/Stesichorus,https://www.trismegistos.org/author/884,884,Q332797,"['tisias', 'stesichorus poeta', 'stesichore', ""stésichore d'himère"", 'stesichorus himeraeus', 'stésichore', 'stèsichore de metauros', 'stesicoro di metauros', 'stesichorus', 'stesicoro', 'stesichoros', 'estesícoro', 'tisia di imera', 'tisia', 'stesichorus lyricus']"
153,Clemens of Rome,"(Greek / Latin, theology, AD 35 - 101 about)",nan,https://en.wikipedia.org/wiki/Pope_Clement_I,https://www.trismegistos.org/author/197,197,Q42887,"['clemens i', 'sanctus clemens pp. i', 'san clemente', 'pope clement i', 'clemente di roma', 'st. clement', 'san clemente i romano', 'saint clemens', 'clemente da roma', 'papa clemens i', 'clement ier', 'clement', 'pope klemens i', 'papa clemente i', 'klemens i.', 'clément de rome', 'clement i', 'flavius clemens', 'clemente romano', 'saint clement', 'clement of rome', 'clemens the bishop', 'clément ier', 'klemens von rom', 'ankertag', 'clemente i', 'san clemente romano', 'san clemente papa', 'clemens von rom', 'pope klyment i', 'pope saint clement i', 'sanctus clemens', 'san clemente i papa', 'clement the bishop', 'san clemente i', 'papst clemens i.', 'clément 1er', 'clément romain', 'clemente', 'saint clement i', 'clemens', 'sanctus clemens i', 'pope kelemen i', 'st. clemens', 'clemente de roma', 'clemens i.', 'clemens romanus']"
154,Anonymi of the Corpus Hermeticum,"(Greek, religion, philosophy, AD 100 - 399)",nan,https://en.wikipedia.org/wiki/Hermetica,https://www.trismegistos.org/author/205,205,,['corpus hermeticum']
155,Theognis,"(Greek, poetry lyric, BC 599 - 500)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1388,https://en.wikipedia.org/wiki/Theognis,https://www.trismegistos.org/author/923,923,Q336115,"['theognis elegiacus', 'teognis de megara', 'teognis', 'theognis von megara', 'teognide di megara', 'teognis de mégara', 'theognis of megara', 'teognide', 'theognis', 'theognis megareus', 'théognis de mégare', 'theognis de megare', 'theognis megarensis', 'théognis']"
156,Chariton,"(Greek, novel, BC 99 - AD 199)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.353,https://en.wikipedia.org/wiki/Chariton,https://www.trismegistos.org/author/181,181,Q434567,"['cariton', 'chariton von aphrodisias', 'caritón de afrodisias', 'chariton scriptor eroticus', 'charito aphrodisiensis', 'chariton of aphrodisias', 'cariton de afrodisias', ""chariton d'aphrodise"", ""chariton d'aphrodisie"", ""chariton d'aphrodisias"", 'caritone', 'chariton', 'caritone di afrodisia', 'caritón']"
157,Gaius Lucilius,"(Latin, satire, BC 180 - 102 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.850,https://en.wikipedia.org/wiki/Gaius_Lucilius,https://www.trismegistos.org/author/4980,4980,Q298729,"['gaio lucillo', 'gaius lucilius', 'lucilius satyricus', 'gaio lucilio', 'lucilius', 'cayo lucilio', 'lucilio', 'caius lucilius']"
158,Pseudo-Longinos or Pseudo-Dionysios,"(Greek, rhetoric, AD 1 - 99?)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.844,https://en.wikipedia.org/wiki/On_the_Sublime,https://www.trismegistos.org/author/2854,2854,Q744540,"['pseudo-longino', 'pseudo-longinos', 'pseudo-longinus', 'longino', 'longinus', 'anonimo sul sublime', 'anonimo del sublime', 'pseudo-longin', 'dionysius longinus']"
159,Ignatios of Antiocheia,"(Greek, religion, epistolography, AD 50 - 117)",nan,https://en.wikipedia.org/wiki/Ignatius_of_Antioch,https://www.trismegistos.org/author/412,412,Q44170,"['san ignacio de antioquia', 'san ignacio de antioquía', 'ignace', ""sant'ignazio di antiochia"", 'ignatius von antiochien', 'ignatius von antiochia', 'saint ignatius of antioch', ""saint ignace d'antioche"", 'ignatius antiochenus', 'ignacio de antioquía', 'ignace d’antioche', 'ignacio de antioquia', 'san ignacio mártir', ""sant'ignazio d'antiochia"", ""ignazio d'antiochia"", 'ignatius antiochensis', 'ignatius of antioch', 'st. ignatius', 'ignazio di antiochia']"
160,Aratos,"(Greek, poetry epic, astronomy, BC 315 - 240)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.166,https://en.wikipedia.org/wiki/Aratus,https://www.trismegistos.org/author/99,99,Q180671,"['arato', 'aratus solensis', 'aratus', 'aratos von soloi', 'aratos', 'aratos de soles', 'arato di soli', 'aratus of soli']"
161,Synesios of Kyrene,"(Greek, philosophy Neoplatonist, poetry epigram, epistolography, poetry tragedy, AD 370 - 414 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1356,https://en.wikipedia.org/wiki/Synesius,https://www.trismegistos.org/author/3702,3702,Q357027,"['synésios', 'synesios von kyrene', 'synesius cyrenaeus', 'synésios de cyrène', 'synesius of cyrene', 'synesius, bishop of ptolemais', 'synesios de cyrene', 'synesius cyrenensis', 'synésius', 'synesius', 'sinesio de cirene', 'sinesio di cirene', 'synésius de cyrène', 'synesius of ptolemais', 'synesius von kyrene', 'sinesio', 'synesios']"
162,Marcus Manilius,"(Latin, astrology, poetry, fl. AD 12)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.887,https://en.wikipedia.org/wiki/Marcus_Manilius,https://www.trismegistos.org/author/4989,4989,Q352684,"['manilius', 'manilius, marcus', 'm. manilii', 'marco manilio', 'manilio', 'maniliĭ, mark', 'manilius astrologus', 'manilius poeta', 'marcus manilius']"
163,Rufinus of Aquileia,"(Latin, history, theology, AD 344 - 411)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1228,https://en.wikipedia.org/wiki/Tyrannius_Rufinus,https://www.trismegistos.org/author/819,819,Q365835,"[""rufin d'aquilee"", ""rufino d'aquileia"", 'rufinus of aquileia', 'rufinus of concordia', 'rufin von aquileia', 'rufinus von aquileia', ""rufin d'aquilée"", 'tirannio rufino', 'tyrannius rufinus', 'rufinus scriptor ecclesiasticus', 'rufinus aquileiensis', 'rufino turranio', 'tiranio rufino', 'rufino de aquileya', 'rufino', 'rufino de aquilea']"
164,Columella,"(Latin, agriculture, AD 4 - 70)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.394,https://en.wikipedia.org/wiki/Columella,https://www.trismegistos.org/author/199,199,Q318317,"['columelle', 'lucio junio teodorato columela', 'columella', 'lucius kolumella', 'lucius junius moderatus', 'lucio junio moderato', 'lucius columella', 'lucius iunius moderatus columella', 'lucio columella', 'lucio giunio columella', 'l. iunius moderatus columella', 'lucio junio moderato columela', 'lucius junius moderatus columella', 'columela', 'lucio giunio moderato columella']"
165,Achilleus Tatios,"(Greek, erotic, AD 150 - 225)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.10,https://en.wikipedia.org/wiki/Achilles_Tatius,https://www.trismegistos.org/author/7,7,Q221951,"['achilles tatius', 'achille tazio', 'achilles tatius scriptor eroticus', 'aquiles tacio', 'achille tatios', 'achille tatius', 'achilleus tatios']"
166,Phaedrus,"(Latin, fable, BC 15 - AD 50 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1068,https://en.wikipedia.org/wiki/Phaedrus_(fabulist),https://www.trismegistos.org/author/4839,4839,Q52166,"['fedro', 'phædrus', 'gayo julio fedro', 'cayo julio fedro', 'phaedrus', 'phaedrus scriptor fabularum', 'gaius julius phaedrus', 'phèdre', 'gaius iulius phaedrus']"
167,Protagoras Abderita,"(Greek, philosophy sophist, BC 490 - 420 about)",nan,https://en.wikipedia.org/wiki/Protagoras,https://www.trismegistos.org/author/8079,8079,Q169243,"['protágoras', 'protagoras of abdera', 'protagora di abdera', ""protagoras d'abdère"", 'protagoras d’abdère', 'protagoras von abdera', 'protágoras de abdera', 'protagoras sophista', 'protagoras', 'protagoras de abdera', 'protagoras abderita', 'protagora']"
168,Seneca rhetor,"(Latin, rhetoric, BC 54 - AD 39 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1271,https://en.wikipedia.org/wiki/Seneca_the_Elder,https://www.trismegistos.org/author/835,835,Q273671,"['seneca pater', 'seneca el retor', 'annaeus seneca maior', 'séneca el viejo', 'seneca retore', 'sénèque le rhéteur', 'seneca the elder', 'marcus annaeus seneca', 'seneca il vecchio', 'seneca padre', 'lucio anneo seneca il vecchio', 'seneca el retorico', ""sénèque l'ancien"", 'seneca el viejo', 'séneca padre', 'seneca il retore', 'marco anneo séneca', 'marco anneo seneca', 'seneca maior', 'seneca rhetor', 'seneca el rétor', 'annæus seneca', 'séneca el retorico', 'marcus lucius annaeus seneca', 'séneca el retórico', 'lucio annéo seneca il vecchio', 'seneca el retórico', 'seneca der ältere', ""seneque l'ancien""]"
169,Valerius Maximus,"(Latin, history, BC 25 - AD 50)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1448,https://en.wikipedia.org/wiki/Valerius_Maximus,https://www.trismegistos.org/author/951,951,Q379991,"['valerio massimo', 'valère maxime', 'valerius maximus historicus', 'caius valerius maximus', 'valerio maximo', 'valerio máximo', 'valère-maxime', 'valerius maximus', 'quintus v. maximus', 'publio valerio máximo', 'publio valerio maximo', 'valere maxime']"
170,Areios,"(Greek, epistolography, fl. AD 318)",nan,https://en.wikipedia.org/wiki/Arius,https://www.trismegistos.org/author/104,104,Q106026,"['arius of alexandria', ""arius d'alexandrie"", 'arius haeresiarcha', 'ario', 'arius alexandrinus', 'arius', 'arrio', 'ario di alessandria']"
171,Martianus Capella,"(Latin, history, AD 375 - 450)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.898,https://en.wikipedia.org/wiki/Martianus_Capella,https://www.trismegistos.org/author/560,560,Q348408,"['martianus capella', 'martian. capella', 'marcien capella', 'marziano capella', 'martianus cap.', 'martianus', 'm. capella', 'martian capella', 'martianus minneus felix capella', 'martian', 'marziano felice capella', 'felix capella', 'martianus capella carthaginiensis', 'marciano capella', 'mart. cap.', 'capella', 'marziano minneio felice capella']"
172,Pelagius,"(Latin, theology, AD 350 - 430)",nan,https://en.wikipedia.org/wiki/Pelagius,https://www.trismegistos.org/author/644,644,Q162593,"['morgan', 'pelagius', 'pelagius britannicus', 'pelagius theologus', 'pélage', 'pelagio']"
173,Anaxagoras,"(Greek, philosophy pluralist, astronomy, BC 500 - 428)",nan,https://en.wikipedia.org/wiki/Anaxagoras,https://www.trismegistos.org/author/1538,1538,Q83041,"['anaxagore de clazomènes', 'anassagora', 'anaxágoras de clazomene', 'anaxagore de clazomène', 'anaxagoras clazomenius', 'anaxágoras', 'anaxagoras', 'anassagora di clazomene', 'anaxagoras of clazomenae', 'anaxagore de clazomenes', 'anaxagoras de clazomene', 'anaxagoras von klazomenai']"
174,Velleius Paterculus,"(Latin, history, BC 19 - AD 31)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.1458,https://en.wikipedia.org/wiki/Velleius_Paterculus,https://www.trismegistos.org/author/955,955,Q316098,"['paterculus', 'marcus velleius paterculus', 'caius velleius paterculus', 'marco velleio patercolo', 'gaio velleio patercolo', 'vell. pat.', 'veleyo patérculo', 'vellejus', 'velleius paterculus', 'velleio patercolo', 'velleius paterculus historicus', 'gaius velleius paterculus']"
175,Donatus,"(Latin, grammar, AD 325 - 375)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.529,https://en.wikipedia.org/wiki/Aelius_Donatus,https://www.trismegistos.org/author/261,261,Q247137,"['aelius donatus', 'aelius donat', 'elio donato', 'élius donat', 'donatus', 'donatus grammaticus', 'donato']"
176,Cornelius Nepos,"(Latin, biography, grammar, BC 99 - 24 about)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.968,https://en.wikipedia.org/wiki/Cornelius_Nepos,https://www.trismegistos.org/author/204,204,Q109594,"['nep.', 'cornelius nepos', 'cornelio nepos', 'cornélius népos', 'cornelio nepote', 'cornélius nepos', 'cornelius nepos historicus', 'nepote']"
177,Curtius Rufus,"(Latin, history, fl. AD 50)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.428,https://en.wikipedia.org/wiki/Curtius_Rufus,https://www.trismegistos.org/author/209,209,Q5959,"['curtius rufus historicus', 'curzio rufo', 'quinto curzio rufo', 'quinte-curce', 'quintus curtius rufus', 'quinto curcio rufo', 'curtius rufus', 'quinte curce']"
178,Ephraem of Syria,"(Syriac, theology, hagiography, chronography, AD 306 about - 373)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.557,https://en.wikipedia.org/wiki/Ephraim_the_Syrian,https://www.trismegistos.org/author/273,273,Q200608,"['efren el sirio', 'éphrem de nisibe', 'efraín de siria', 'ephraim the syrian', 'efrem il siro', 'san efren', 'efrain de siria', 'ephraem le syrien', 'san efrén', 'ephraim syrus', 'ephräm-kommentar', 'saint ephrem le syrien', ""sant'efrem"", 'efrem il siriano', 'ephräm der syrer', 'efren de siria', 'éphrème le syrien', 'efrén el sirio', 'ephraem syrus', 'san efraim', 'éphrem le syriaque', 'san efraím', 'éphrem le syrien', ""sant'efrem il siro"", 'ephrem der syrer', 'ephraem der syrer', 'ephraim der syrer', 'ephrem le syrien', 'efrem siro', 'ephrem the syrian', 'efrén de siria', ""sant'efrem il siriano"", ""sant'efrem siro""]"
179,Themistios,"(Greek, philosophy Neoplatonic, AD 317 - 390 about)",nan,https://en.wikipedia.org/wiki/Themistius,https://www.trismegistos.org/author/910,910,Q365183,"['thémistios', 'thémistius', 'themistius rhetor', 'themistios', 'themistius constantinopolitanus', 'temistio di costantinopoli', 'themistius philosophus', 'temistio', 'themistius', 'themistius euphrades']"
180,Ephraem Graecus,"(Greek, theology, AD 300 - 399)",nan,https://en.wikipedia.org/wiki/Ephrem_the_Syrian#Greek_Ephrem,https://www.trismegistos.org/author/272,272,Q200608,['ephraem graecus']
181,Aischines orator,"(Greek, rhetoric, poetry epigram, BC 389 - 314)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.31,https://en.wikipedia.org/wiki/Aeschines,https://www.trismegistos.org/author/23,23,Q317089,"['aischines', 'aeschines', 'æschines', 'esquines', 'eschine', 'aeschines orator', 'aeschines atheniensis']"
182,Alkman,"(Greek, poetry lyric, BC 699 - 600)",http://catalog.perseus.org/catalog/urn:cite:perseus:author.57,https://en.wikipedia.org/wiki/Alcman,https://www.trismegistos.org/author/42,42,Q298850,"['alcman de esparta', 'alcman', 'alkman', 'alcmán', 'alcmane', 'alcmán de esparta', 'alcman lyricus', 'alcman lacedaemonius', 'alkmann']"
